Cubic_capacity;Number_of_cylinders;Number_of_valves;Max_power;Max_torque;Compression_rate;Kerb_weight;Gasoline;Diesel;Gasoline_Electric;Diesel_Electric;Direct;Indirect;Turbocharger;Biturbo;Compressor;Naturally_aspirated;Manual;Automatic;AWD;FWD;RWD;FCU;FCH;FCM
1997;4;16;163;340;17,6;1295;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;6,6;4,3;5,2
1598;4;16;156;275;10,5;1395;1;0;0;0;1;0;1;0;0;0;0;1;0;1;0;9,9;5,6;7,1
1598;4;16;200;275;10,5;1405;1;0;0;0;1;0;1;0;0;0;1;0;0;1;0;8,9;5,5;6,7
1560;4;8;112;270;16;1395;0;1;0;0;1;0;1;0;0;0;0;1;0;1;0;4,8;4,1;4,4
1997;4;16;163;340;18;1515;0;1;0;0;1;0;1;0;0;0;0;1;0;1;0;7,7;4,9;5,9
1997;4;16;163;340;18;1505;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;6,3;4,1;4,9
1997;4;16;163;300;18;1635;0;0;0;1;1;0;1;0;0;0;0;1;0;1;0;3,9;3,7;3,8
1598;4;16;105;148;9,8;1225;1;0;0;0;0;1;0;0;0;1;1;0;1;0;0;10,4;7;8
1598;4;16;105;148;9,8;1135;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;9,6;6;7,1
1461;4;8;107;240;17,6;1269;0;1;0;0;1;0;1;0;0;0;1;0;1;0;0;6,5;5,3;5,6
1461;4;8;107;240;17,6;1180;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;6,4;4,9;5,3
1199;4;16;115;190;10;1090;1;0;0;0;0;1;1;0;0;0;1;0;0;1;0;7,1;5,1;5,8
1461;4;8;90;200;15,2;1180;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;4,9;3,8;4,2
1461;4;8;107;240;15,2;1180;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;5,3;4;4,4
1390;4;8;75;112;9,5;1140;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;10;6,2;7,6
1598;4;8;85;135;9,5;1140;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;9,8;6,1;7,3
1598;4;8;87;127;9,5;1140;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;10,4;6,3;7,8
1598;4;16;105;148;9,8;1170;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;9,7;5,8;7,1
1461;4;8;70;160;18,3;1180;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;6,2;4,8;5,3
1461;4;8;75;180;18,3;1180;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;5,8;4,5;4,8
875;2;8;85;145;10;945;1;0;0;0;0;1;1;0;0;0;0;1;0;1;0;4,6;3,6;4
875;2;8;85;145;10;915;1;0;0;0;0;1;1;0;0;0;1;0;0;1;0;4,9;3,7;4,1
1242;4;8;69;102;11,1;880;1;0;0;0;0;1;0;0;0;1;0;1;0;1;0;5,6;4,1;4,7
1242;4;8;69;102;11,1;880;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;5,7;4,3;4,8
1368;4;8;100;131;10,8;945;1;0;0;0;0;1;0;0;0;1;0;1;0;1;0;7,1;5;5,8
1368;4;8;100;131;10,8;945;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;7,7;5,1;6,1
875;2;8;105;145;10;1235;1;0;0;0;0;1;1;0;0;0;1;0;0;1;0;5,7;4,3;4,8
1368;4;16;95;127;11;1220;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;8,3;5;6,2
1248;4;16;85;200;16,8;1290;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;5;3,7;4,2
1368;4;16;90;128;11;1180;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;8,6;5,5;6,7
1368;4;16;120;206;9,8;1235;1;0;0;0;0;1;1;0;0;0;0;1;0;1;0;8,5;5,4;6,5
1368;4;16;120;206;9,8;1235;1;0;0;0;0;1;1;0;0;0;1;0;0;1;0;8,6;5,5;6,7
1368;4;16;140;230;9,8;1250;1;0;0;0;0;1;1;0;0;0;1;0;0;1;0;7,3;4,8;5,7
1368;4;16;150;206;9,8;1250;1;0;0;0;0;1;1;0;0;0;1;0;0;1;0;9,2;5,7;7
1598;4;16;90;290;16,5;1295;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;5,6;3,7;4,4
1598;4;16;105;290;16,5;1295;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;5,8;3,8;4,5
1598;4;16;120;300;16,5;1295;0;1;0;0;1;0;1;0;0;0;0;1;0;1;0;5,9;3,8;4,6
1598;4;16;120;300;16,5;1295;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;6,3;4,1;4,9
1910;4;16;150;305;17,5;1335;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;7,6;4,5;5,6
1956;4;16;165;360;16,5;1335;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;6,9;4,3;5,3
1108;4;8;54;88;9,6;815;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;6,6;4,1;5
1242;4;8;60;102;9,8;835;1;0;0;0;0;1;0;0;0;1;0;1;0;1;0;6,7;4,5;5,3
1242;4;8;60;102;9,8;955;1;0;0;0;0;1;0;0;0;1;1;0;1;0;0;7,9;5,8;6,6
1242;4;8;60;102;9,8;835;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;6,6;4,1;5
1368;4;16;100;131;11;950;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;8,7;5,3;6,5
1248;4;16;70;145;18;1090;0;1;0;0;1;0;1;0;0;0;0;1;0;1;0;7;4,4;5,3
1248;4;16;70;145;18;910;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;5,4;3,7;4,3
1368;4;16;95;127;11;1270;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;6;5;7
1368;4;16;120;215;10;1385;1;0;0;0;0;1;1;0;0;0;1;0;0;1;0;6;5;7,7
1248;4;16;95;200;17;1365;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;4;3;5
999;3;12;100;170;10;1179;1;0;0;0;1;0;1;0;0;0;1;0;0;1;0;6;4,2;4,9
999;3;12;120;200;10;1179;1;0;0;0;1;0;1;0;0;0;1;0;0;1;0;6;4,2;4,9
999;3;12;125;200;16;1179;1;0;0;0;1;0;1;0;0;0;1;0;0;1;0;6;4,2;4,9
1596;4;16;105;150;10;1208;1;0;0;0;0;1;1;0;0;0;0;1;0;1;0;8,6;5,1;6,4
1560;4;8;95;215;11;1210;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;4,7;3,6;4
999;3;12;100;170;10;1291;1;0;0;0;1;0;1;0;0;0;1;0;0;1;0;6,3;4,5;5,1
999;3;12;125;200;10;1291;1;0;0;0;1;0;1;0;0;0;1;0;0;1;0;6,3;4,5;5,1
1596;4;16;105;150;11;1274;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;8,7;5,3;6,6
1596;4;16;125;159;16;1274;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;8,7;5,3;6,6
1596;4;16;150;240;10;1285;1;0;0;0;1;0;1;0;0;0;1;0;0;1;0;8,1;5,2;6,3
1596;4;16;180;240;16;1285;1;0;0;0;1;0;1;0;0;0;1;0;0;1;0;9,2;5,4;6,8
1560;4;16;95;230;16;1290;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;5,3;4,1;4,6
1560;4;16;115;270;11;1290;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;5,3;4,1;4,6
1997;4;16;115;300;16;1450;0;1;0;0;1;0;1;0;0;0;0;1;0;1;0;7,1;4,8;5,6
1997;4;16;140;320;16;1450;0;1;0;0;1;0;1;0;0;0;0;1;0;1;0;7,1;4,8;5,6
1997;4;16;140;320;16;1388;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;6,4;4,4;5,1
1997;4;16;163;340;9,8;1450;0;1;0;0;1;0;1;0;0;0;0;1;0;1;0;7,4;5;5,8
1997;4;16;163;340;16;1388;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;6,4;4,4;5,1
1242;4;16;60;114;11;954;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;7,3;4,3;5,4
1242;4;16;82;109;10;941;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;7,5;4,6;5,7
1388;4;16;96;128;11;992;1;0;0;0;0;1;0;0;0;1;0;1;0;1;0;8,9;5,1;6,5
1388;4;16;96;128;11;941;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;7,5;4,6;5,7
1596;4;16;120;152;18,3;945;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;7,9;4,7;5,9
1596;4;16;120;152;11;945;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;7,9;4,7;5,9
1560;4;16;90;204;18,3;1000;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;4,6;3,2;3,7
1560;4;16;95;205;11;1000;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;4,6;3,2;3,7
995;3;12;100;170;10;1176;1;0;0;0;1;0;1;0;0;0;1;0;0;1;0;5,9;4,1;4,8
995;3;12;125;200;10;1179;1;0;0;0;1;0;1;0;0;0;1;0;0;1;0;6,3;4,2;5
1388;4;16;80;124;11;1147;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;8,7;5,4;6,6
1596;4;16;85;150;11;1190;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;8;4,7;5,9
1596;4;16;100;150;18,3;1186;1;0;0;0;0;1;0;0;0;1;0;1;0;1;0;10,6;6;7,7
1596;4;16;100;150;11;1149;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;8,7;5,5;6,7
1596;4;16;105;150;11;1190;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;7,7;4,8;5,9
1596;4;16;125;159;9,3;1240;1;0;0;0;0;1;0;0;0;1;0;1;0;1;0;9,3;4,8;6,4
1596;4;16;125;159;11;1196;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;7,9;4,8;5,9
1596;4;16;150;240;10;1240;1;0;0;0;0;1;1;0;0;0;1;0;0;1;0;8,3;5;6,2
1596;4;16;182;240;16;1240;1;0;0;0;1;0;1;0;0;0;1;0;0;1;0;8,3;5;6,2
1798;4;16;125;165;10,8;1207;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;9,5;5,6;7
1999;4;16;145;185;18,3;1239;1;0;0;0;0;1;0;0;0;1;0;1;0;1;0;11,2;6,1;8
1999;4;16;145;185;10,8;1227;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;9,8;5,4;7,1
1999;4;16;250;340;16;1285;1;0;0;0;1;0;1;0;0;0;1;0;0;1;0;9,9;5,6;7,2
2522;5;20;225;320;9;1337;1;0;0;0;0;1;1;0;0;0;1;0;0;1;0;13,8;6,8;9,3
2522;5;20;305;440;11;1367;1;0;0;0;0;1;1;0;0;0;1;0;0;1;0;13,4;7;9,4
1560;4;16;90;215;18,3;1252;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;5,8;3,8;4,5
1560;4;16;95;230;16;1245;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;5,7;3,6;4,5
1560;4;16;105;240;16;1250;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;3,9;3,1;3,4
1560;4;16;109;240;10,8;1257;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;5,8;3,8;4,5
1560;4;16;115;300;11;1250;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;5,7;3,6;4,5
1997;4;16;115;300;16;1368;0;1;0;0;1;0;1;0;0;0;0;1;0;1;0;6,8;4,4;5,3
1997;4;16;136;320;9;1291;0;1;0;0;1;0;1;0;0;0;0;1;0;1;0;7,8;4,7;5,8
1997;4;16;136;320;18,3;1291;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;7;4,5;5,5
1997;4;16;140;320;16;1368;0;1;0;0;1;0;1;0;0;0;0;1;0;1;0;6,8;4,4;5,3
1997;4;16;140;320;16;1329;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;6,3;4,2;5
1997;4;16;163;340;11;1368;0;1;0;0;1;0;1;0;0;0;0;1;0;1;0;6,8;4,4;5,3
1997;4;16;163;340;16;1329;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;6,3;4,2;5
1596;4;16;120;159;10;1335;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;9,2;5,4;6,8
1596;4;16;125;160;10;1337;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;10,3;5,7;7,4
1596;4;16;160;240;16;1398;1;0;0;0;1;0;1;0;0;0;1;0;0;1;0;9,1;5,5;6,8
1999;4;16;203;300;10;1469;1;0;0;0;1;0;1;0;0;0;0;1;0;1;0;10,7;6;7,7
1999;4;16;203;300;17,9;1469;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;10,7;6;7,7
1999;4;16;203;300;10;1469;1;0;0;0;1;0;1;0;0;0;1;0;0;1;0;10,4;6;7,6
1999;4;16;240;340;17,9;1469;1;0;0;0;1;0;1;0;0;0;0;1;0;1;0;10,9;6;7,7
1999;4;16;240;340;10;1469;1;0;0;0;1;0;1;0;0;0;1;0;0;1;0;10,4;6;7,6
2521;5;20;220;320;10;1469;1;0;0;0;0;1;1;0;0;0;1;0;0;1;0;13,6;6,8;9,3
1560;4;16;115;270;10;1396;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;5;3,9;4,3
1998;4;16;115;300;17,9;1457;0;1;0;0;0;1;1;0;0;0;1;0;0;1;0;6,4;4,6;5,3
1998;4;16;115;300;17,9;1457;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;6,4;4,6;5,3
1998;4;16;130;320;17,9;1480;0;1;0;0;1;0;1;0;0;0;0;1;0;1;0;9,8;5,6;7,1
1998;4;16;140;320;17,9;1473;0;1;0;0;1;0;1;0;0;0;0;1;0;1;0;7,2;4,7;5,6
1998;4;16;140;320;17,9;1473;0;1;0;0;1;0;1;0;0;0;0;1;0;1;0;7,2;4,7;5,6
1998;4;16;140;320;17,9;1457;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;6,4;4,6;5,3
1998;4;16;160;340;9;1473;0;1;0;0;1;0;1;0;0;0;0;1;0;1;0;7,2;4,7;5,6
1998;4;16;163;340;15,8;1473;0;1;0;0;1;0;1;0;0;0;0;1;0;1;0;7,2;4,7;5,6
1998;4;16;163;340;17,9;1475;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;6,4;4,6;5,3
2179;4;16;200;420;11;1505;0;1;0;0;1;0;1;0;0;0;0;1;0;1;0;9;5,1;6,5
2179;4;16;200;420;15,8;1499;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;7,8;5;6
1997;4;16;156;192;10,6;1428;1;0;0;0;0;1;0;0;0;1;0;1;0;1;0;10,1;5,6;7,3
1997;4;16;156;192;10,6;1384;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;9;5,6;6,9
2354;4;16;201;234;11;1488;1;0;0;0;0;1;0;0;0;1;0;1;0;1;0;12;6,3;8,4
2354;4;16;201;234;11;1450;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;11,6;6,9;8,6
2199;4;16;150;350;16,3;1585;0;1;0;0;1;0;1;0;0;0;0;1;0;1;0;8,1;5;6,1
2199;4;16;150;350;16,3;1512;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;6,8;4,4;5,3
2199;4;16;180;380;16,3;1545;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;7,1;4,8;5,6
1339;4;16;100;127;10,5;1156;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;6,7;4,7;5,4
1798;4;16;142;174;10,6;1210;1;0;0;0;0;1;0;0;0;1;0;1;0;1;0;8,7;4,9;6,3
1798;4;16;142;174;10,6;1180;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;7,3;4,9;5,8
2199;4;16;150;350;16,3;1338;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;5,1;3,7;4,2
1997;4;16;150;192;10,5;1469;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;10,4;6,7;8,1
1997;4;16;150;220;10,5;1469;1;0;0;0;0;1;0;0;0;1;0;1;0;1;0;10,9;6,7;8,2
2204;4;16;140;340;16,7;1587;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;8,1;5,7;6,5
1198;4;16;90;114;10,8;1022;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;6,5;4,5;5,3
1339;4;16;100;127;10,5;1030;1;0;0;0;0;1;0;0;0;1;0;1;0;1;0;6,5;4,6;5,3
1339;4;16;100;127;10,5;1022;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;6,5;4,7;5,4
1339;4;16;88;121;10,8;1134;0;0;1;0;0;1;0;0;0;1;1;0;0;1;0;4,6;4,4;4,5
1086;4;12;66;98;10,1;930;1;0;0;0;0;1;0;0;0;1;0;1;0;1;0;7,2;5,1;5,9
1086;4;12;66;98;10,1;900;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;6,1;4,4;5
1248;4;16;78;118;10,5;935;1;0;0;0;0;1;0;0;0;1;0;1;0;1;0;7,3;5,1;5,9
1248;4;16;78;118;10,5;905;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;6,3;4,3;5
1248;4;16;85;121;10,5;915;1;0;0;0;0;1;0;0;0;1;0;1;0;1;0;6,8;4,7;5,5
1248;4;16;85;121;10,5;885;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;5,6;4,1;4,6
1248;4;16;78;119;10,5;945;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;6,5;4,5;5,2
1248;4;16;85;121;10,5;945;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;5,6;4,1;4,7
1396;4;16;100;137;10,5;1038;1;0;0;0;0;1;0;0;0;1;0;1;0;1;0;8;5,1;6,2
1396;4;16;100;137;10,5;1010;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;7,2;4,7;5,6
1591;4;16;126;157;10,5;1055;1;0;0;0;0;1;0;0;0;1;0;1;0;1;0;8,1;5,2;6,3
1591;4;16;126;157;10,5;1027;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;7,5;5;5,9
1120;3;12;75;180;16;1055;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;4,2;3,3;3,6
1396;4;16;90;220;17;1125;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;5,1;3,7;4,2
1582;4;16;115;260;17,3;1131;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;5,3;3,7;4,3
1591;4;16;135;164;11;1200;1;0;0;0;0;1;0;0;0;1;0;1;0;1;0;9,1;5,3;6,7
1591;4;16;135;164;11;1168;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;6,4;4,3;5
1582;4;16;128;260;17,3;1285;0;1;0;0;1;0;1;0;0;0;0;1;0;1;0;7,2;4,5;5,5
1582;4;16;128;260;17,3;1265;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;4,1;3,5;3,7
1591;4;16;135;165;11;1370;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;7,6;5,1;6
1999;4;16;177;213;11,5;1416;1;0;0;0;0;1;0;0;0;1;0;1;0;1;0;10,4;5,9;7,5
1999;4;16;177;213;11,5;1395;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;9;5,6;6,8
1685;4;16;116;260;17;1460;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;5,3;3,7;4,3
1685;4;16;136;330;17;1489;0;1;0;0;1;0;1;0;0;0;0;1;0;1;0;7,2;4,8;5,6
1685;4;16;136;330;17;1470;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;5,3;4,1;4,5
1591;4;16;124;156;10,5;1169;1;0;0;0;0;1;0;0;0;1;0;1;0;1;0;8,3;5,5;6,5
1591;4;16;124;156;10,5;1155;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;7,1;5,2;5,9
1396;4;16;90;220;17;1245;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;4,7;4,2;4,3
1591;4;16;135;165;11;1280;1;0;0;0;1;0;0;0;0;1;1;0;0;1;0;7,5;5,8;6,4
1998;4;16;163;194;10,5;1444;1;0;0;0;0;1;0;0;0;1;0;1;1;0;0;10,6;6,8;8,2
1998;4;16;163;194;10,5;1372;1;0;0;0;0;1;0;0;0;1;0;1;0;1;0;10,4;6,4;7,9
1998;4;16;163;194;10,5;1425;1;0;0;0;0;1;0;0;0;1;1;0;1;0;0;9,9;6,3;7,6
1998;4;16;163;194;10,5;1355;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;9,8;6,1;7,5
1685;4;16;116;260;17;1390;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;6;4,8;5,2
1998;4;16;136;320;16,5;1500;0;1;0;0;1;0;1;0;0;0;1;0;1;0;0;6,7;5,1;5,7
1998;4;16;136;320;16,5;1433;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;6,6;4,9;5,5
1998;4;16;184;383;16,5;1576;0;1;0;0;1;0;1;0;0;0;0;1;1;0;0;9,1;6;7,1
1998;4;16;184;383;16,5;1433;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;7,2;5,1;5,9
2359;4;16;192;242;11,3;1666;1;0;0;0;1;0;0;0;0;1;0;1;1;0;0;12,2;7,1;8,9
2359;4;16;192;242;11,3;1637;1;0;0;0;1;0;0;0;0;1;1;0;1;0;0;12,5;7,2;9,1
2359;4;16;192;242;11,3;1566;1;0;0;0;1;0;0;0;0;1;1;0;0;1;0;12;7,1;8,9
2199;4;16;197;421;16;1782;0;1;0;0;1;0;1;0;0;0;0;1;1;0;0;8,9;5,5;6,8
2199;4;16;197;421;16;1716;0;1;0;0;1;0;1;0;0;0;0;1;0;1;0;8,8;5,3;6,6
2199;4;16;197;421;16;1743;0;1;0;0;1;0;1;0;0;0;1;0;1;0;0;7,5;5,2;6,1
2199;4;16;197;421;16;1677;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;7,4;5;5,9
3696;6;24;320;360;11;1715;1;0;0;0;0;1;0;0;0;1;0;1;0;0;1;14,9;7,4;10,2
2993;6;24;238;550;16;1845;0;1;0;0;1;0;1;0;0;0;0;1;0;0;1;10,3;5,9;7,5
3498;6;24;364;350;10;1853;0;0;1;0;0;1;0;0;0;1;0;1;1;0;0;9,6;5,3;6,8
3696;6;24;320;360;11;1776;1;0;0;0;0;1;0;0;0;1;0;1;0;0;1;15,9;8,5;11,2
3696;6;24;320;360;11;1912;1;0;0;0;0;1;0;0;0;1;0;1;0;0;1;16,7;9,3;12
5026;8;32;390;500;10,9;2020;1;0;0;0;0;1;0;0;0;1;0;1;0;0;1;18,8;9,7;13
5000;8;32;385;515;11,5;1755;1;0;0;0;0;1;0;0;0;1;0;1;0;0;1;17;8,2;11,4
5000;8;32;510;625;9,5;1898;1;0;0;0;0;1;0;0;1;0;0;1;0;0;1;16,9;7,9;11,3
2993;6;24;275;600;16;1796;0;1;0;0;1;0;1;0;0;0;0;1;0;0;1;9,6;5,6;7
1998;4;16;156;156;10,5;1399;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;10,2;6,1;7,6
2359;4;16;170;170;10,5;1505;1;0;0;0;0;1;0;0;0;1;0;1;1;0;0;11,3;7;8,6
2359;4;16;170;170;10,5;1435;1;0;0;0;0;1;0;0;0;1;1;0;1;0;0;10,9;6,4;8,1
2143;4;16;136;136;16,2;1580;0;1;0;0;1;0;1;0;0;0;1;0;1;0;0;7,9;5,9;6,6
2143;4;16;136;136;16,2;1534;0;1;0;0;1;0;1;0;0;0;1;0;0;0;1;7,4;5,4;6,1
3604;6;24;296;347;10,2;2166;1;0;0;0;0;1;0;0;0;1;0;1;1;0;0;16;8,8;11,4
5654;8;16;352;520;10,5;2282;1;0;0;0;0;1;0;0;0;1;0;1;1;0;0;21,1;10;14,1
2987;6;24;190;440;18;2247;0;1;0;0;1;0;1;0;0;0;0;1;1;0;0;10,3;7,2;8,3
2987;6;24;241;550;18;2247;0;1;0;0;1;0;1;0;0;0;0;1;1;0;0;10,3;7,2;8,3
1591;4;16;135;164;11;1248;1;0;0;0;1;0;0;0;0;1;0;1;0;1;0;8,2;5,1;6,3
1591;4;16;135;164;11;1216;1;0;0;0;1;0;0;0;0;1;1;0;0;1;0;7,4;4,9;5,9
1582;4;16;128;260;17,3;1341;0;1;0;0;1;0;1;0;0;0;0;1;0;1;0;7,5;4,6;5,6
1582;4;16;128;260;17,3;1320;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;5;3,8;4,2
1998;4;16;150;180;10,5;1562;1;0;0;0;0;1;0;0;0;1;0;1;0;1;0;10,3;6,1;7,6
1685;4;16;136;325;17;1481;0;1;0;0;1;0;1;0;0;0;0;1;0;1;0;7,9;4,9;6
1685;4;16;136;325;17;1459;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;5,7;4,4;4,9
998;3;12;69;94;10,5;820;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;5,4;3,6;4,2
1248;4;16;85;94;10,5;850;1;0;0;0;0;1;0;0;0;1;0;1;0;1;0;6,7;4,5;5,3
1248;4;16;85;94;10,5;830;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;5,8;3,8;4,5
1248;4;16;85;121;10,5;1004;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;5,8;4,2;4,8
1396;4;16;109;137;10,5;1068;1;0;0;0;0;1;0;0;0;1;0;1;0;1;0;8,5;5;6,3
1396;4;16;109;137;10,5;1041;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;6,5;4,3;5,1
1120;3;12;75;170;16;1055;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;3,5;3;3,2
1396;4;16;90;220;17;1139;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;4,3;3,5;3,8
2351;4;16;139;196;11,5;1838;1;0;0;0;0;1;0;0;0;1;1;0;1;0;0;14,8;8,6;10,9
3342;6;24;248;307;10,4;1886;1;0;0;0;0;1;0;0;0;1;0;1;1;0;0;14,2;8,9;10,8
3497;6;24;195;300;8,9;1917;1;0;0;0;0;1;0;0;0;1;0;1;1;0;0;17;9;11,9
2497;4;16;140;320;17,6;1959;0;1;0;0;1;0;1;0;0;0;0;1;1;0;0;11,3;6,8;8,4
2497;4;16;140;320;17,6;1956;0;1;0;0;1;0;1;0;0;0;1;0;1;0;0;9,9;6,5;7,7
2497;4;16;170;392;17,6;1979;0;1;0;0;1;0;1;0;0;0;0;1;1;0;0;11;7,3;8,6
2497;4;16;170;392;17,6;1965;0;1;0;0;1;0;1;0;0;0;1;0;1;0;0;10;6,7;7,9
1591;4;16;135;164;11;1280;1;0;0;0;1;0;0;0;0;1;1;0;0;1;0;7,5;5,8;6,4
1998;4;16;163;194;10,5;1444;1;0;0;0;0;1;0;0;0;1;0;1;1;0;0;10,6;6,8;8,2
1998;4;16;163;194;10,5;1425;1;0;0;0;0;1;0;0;0;1;1;0;1;0;0;9,8;6,3;7,6
1685;4;16;115;260;17;1390;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;6;4,8;5,2
1995;4;16;136;320;16,5;1576;0;1;0;0;1;0;1;0;0;0;0;1;1;0;0;8,7;5,8;6,9
1995;4;16;136;320;16,5;1500;0;1;0;0;1;0;1;0;0;0;1;0;1;0;0;6,7;5,1;5,7
1368;4;16;120;206;9,8;1295;1;0;0;0;0;1;1;0;0;0;1;0;0;1;0;8,3;5,2;6,3
1368;4;16;140;230;9,8;1295;1;0;0;0;0;1;1;0;0;0;1;0;0;1;0;7,3;4,8;5,7
